Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,11,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829113861.970	,369.380,111.860000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12900086,0.0,0.055,0.0,0.415,0.0,0.05,0.0,0.241,0.0,0.538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.010
0,4294967295,12,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829114337.790	,372.160,106.370000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12925525,0.0,0.055,0.0,0.417,0.0,0.05,0.0,0.24,0.0,0.538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.475
0,4294967295,13,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829114832.010	,370.100,122.090000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12915513,0.0,0.055,0.0,0.413,0.0,0.05,0.0,0.241,0.0,0.537,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.937
0,4294967295,14,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829115316.710	,367.780,114.650000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12891636,0.0,0.055,0.0,0.417,0.0,0.05,0.0,0.241,0.0,0.538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.368
0,4294967295,15,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829115796.610	,371.480,111.970000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12900980,0.0,0.055,0.0,0.417,0.0,0.05,0.0,0.241,0.0,0.538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.468
0,4294967295,16,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829116280.170	,371.420,112.270000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12917580,0.0,0.055,0.0,0.418,0.0,0.05,0.0,0.24,0.0,0.538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.608
0,4294967295,17,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829116762.490	,369.120,110.830000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12909015,0.0,0.055,0.0,0.417,0.0,0.05,0.0,0.241,0.0,0.537,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.146
0,4294967295,18,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829117241.850	,370.140,110.130000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12895086,0.0,0.055,0.0,0.421,0.0,0.05,0.0,0.241,0.0,0.537,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.773
0,4294967295,19,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829117726.130	,369.520,114.360000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12917332,0.0,0.055,0.0,0.412,0.0,0.05,0.0,0.24,0.0,0.538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.103
0,4294967295,20,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782037829118209.130	,370.740,113.480000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,12900418,0.0,0.055,0.0,0.414,0.0,0.05,0.0,0.24,0.0,0.538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.657
