Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,spmm_kernel_aic8_ktile256,MIX_AIC,21,526.64,19.5,25.078,129.44,100
