Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,spmm_kernel_aic8_ktile256,MIX_AIC,21,2325.74,109.52,110.749,119.24,100
