Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,spmm_kernel_aic8_ktile256,MIX_AIC,21,16124.52,764.52,767.834,784.8,100
