Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242842466.760	,784.800,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26892553,0.0,0.051,0.0,0.168,0.0,0.074,0.0,0.397,0.0,0.301,0.01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.185
0,4294967295,1,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242843403.740	,766.820,152.200000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26219913,0.0,0.053,0.0,0.165,0.0,0.076,0.0,0.404,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.981
0,4294967295,2,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242844300.620	,765.040,129.930000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26247581,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.402,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.302
0,4294967295,3,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242845184.700	,772.320,119.210000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26271950,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.404,0.0,0.304,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.491
0,4294967295,4,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242846072.320	,765.820,115.180000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26307368,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.402,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.422
0,4294967295,5,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242846956.500	,764.740,118.430000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26238967,0.0,0.053,0.0,0.165,0.0,0.076,0.0,0.404,0.0,0.304,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.308
0,4294967295,6,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242847831.080	,766.740,109.760000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26329274,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.401,0.0,0.304,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.387
0,4294967295,7,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242848712.420	,765.160,114.760000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26305699,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.402,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.498
0,4294967295,8,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242849594.980	,764.940,117.340000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26231853,0.0,0.053,0.0,0.165,0.0,0.076,0.0,0.403,0.0,0.304,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.257
0,4294967295,9,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242850470.660	,766.840,110.810000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26317071,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.402,0.0,0.304,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.330
0,4294967295,10,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242851377.280	,769.160,139.660000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26308843,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.402,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.013
0,4294967295,11,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242852272.420	,764.520,126.090000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26258835,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.403,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.408
0,4294967295,12,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242853151.160	,767.520,114.230000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26355659,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.403,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.385
0,4294967295,13,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242854035.200	,770.940,116.480000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26317054,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.402,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.823
0,4294967295,14,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242854917.240	,766.560,111.060000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26289571,0.0,0.053,0.0,0.164,0.0,0.076,0.0,0.404,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.265
0,4294967295,15,47,spmm_kernel_aic8_ktile256,spmm_kernel_aic8_ktile256,N/A,MIX_AIC,1782114242855793.840	,768.920,109.940000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,26301178,0.0,0.053,0.0,0.165,0.0,0.076,0.0,0.403,0.0,0.305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.015
